employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
77556,Sales & Marketing,25,Master's & above,Male,Sourcing,1,37,3.0,9,1,0,51,1
170,Sales & Marketing,31,Bachelor's,Male,Other,1,29,3.0,6,1,0,94,1
53772,Sales & Marketing,26,Bachelor's,Male,Sourcing,1,32,3.0,5,0,0,62,1
50320,Technology,2,Bachelor's,Male,Sourcing,1,27,5.0,3,1,0,82,1
75429,Sales & Marketing,13,Master's & above,Female,Sourcing,2,35,5.0,8,0,0,90,1
1011,Procurement,29,Bachelor's,Male,Other,1,35,5.0,7,1,0,69,1
59162,HR,2,Below Secondary,Female,Sourcing,1,20,3.0,2,0,0,89,1
25576,Technology,2,Bachelor's,Female,Other,1,59,4.0,19,0,1,92,1
40987,Analytics,7,Bachelor's,Male,Sourcing,2,31,3.0,6,1,0,88,1
30240,Sales & Marketing,2,Bachelor's,Male,Other,1,23,,1,1,0,47,1
21557,Sales & Marketing,13,Bachelor's,Male,Other,1,28,5.0,2,0,0,61,1
72559,Sales & Marketing,1,Bachelor's,Male,Other,2,29,5.0,5,0,0,66,1
10620,Operations,4,Bachelor's,Female,Sourcing,1,37,3.0,3,1,1,60,1
60040,Sales & Marketing,7,Bachelor's,Male,Other,1,50,3.0,12,1,0,53,1
12484,Analytics,11,Bachelor's,Male,Other,1,30,3.0,2,1,0,91,1
42364,Operations,24,Bachelor's,Female,Other,1,32,3.0,3,1,0,59,1
21454,Sales & Marketing,2,Master's & above,Male,Referred,1,37,3.0,9,1,0,48,1
26281,Procurement,27,Bachelor's,Female,Other,1,28,3.0,4,1,1,80,1
2935,Analytics,25,Bachelor's,Male,Sourcing,1,27,5.0,8,1,0,85,1
7518,Sales & Marketing,2,Master's & above,Male,Other,1,34,3.0,8,1,0,84,1
57151,Operations,2,Bachelor's,Female,Sourcing,1,30,3.0,2,1,1,94,1
51430,Sales & Marketing,2,Master's & above,Female,Sourcing,1,38,4.0,11,1,0,47,1
49992,Technology,4,Bachelor's,Male,Other,1,29,3.0,3,0,0,95,1
39950,Procurement,2,Bachelor's,Male,Sourcing,1,35,5.0,7,0,0,87,1
75042,Operations,27,Master's & above,Male,Other,1,42,3.0,4,1,0,61,1
65425,Sales & Marketing,26,Bachelor's,Male,Other,1,35,3.0,9,1,0,89,1
59063,Operations,15,Bachelor's,Female,Other,1,44,5.0,6,1,0,60,1
7745,Technology,11,Bachelor's,Male,Other,1,27,,1,1,0,79,1
74933,Sales & Marketing,4,Master's & above,Male,Sourcing,1,35,3.0,3,1,0,54,1
19892,Analytics,29,Bachelor's,Female,Sourcing,1,28,5.0,4,0,0,83,1
42307,Technology,15,Bachelor's,Male,Other,1,26,5.0,3,0,1,80,1
24828,Sales & Marketing,14,Bachelor's,Male,Sourcing,1,41,5.0,13,1,0,92,1
59593,Procurement,11,Master's & above,Male,Other,1,41,5.0,15,1,0,70,1
13067,Technology,16,Below Secondary,Male,Sourcing,2,24,4.0,3,1,0,81,1
20048,Sales & Marketing,22,Bachelor's,Male,Other,2,27,4.0,4,1,0,53,1
16412,Procurement,17,Bachelor's,Female,Other,1,31,3.0,3,1,0,70,1
57518,Sales & Marketing,7,Bachelor's,Male,Sourcing,1,30,3.0,5,1,0,50,1
64414,Procurement,2,Bachelor's,Female,Referred,1,33,3.0,5,0,0,80,1
27570,R&D,22,Bachelor's,Male,Sourcing,3,31,5.0,6,1,0,84,1
31782,Analytics,21,Bachelor's,Male,Other,2,29,5.0,2,1,0,84,1
67532,Analytics,2,Bachelor's,Male,Other,1,43,3.0,11,1,0,87,1
41696,Sales & Marketing,11,Bachelor's,Male,Sourcing,1,28,3.0,2,1,0,54,1
38097,Sales & Marketing,7,Master's & above,Male,Other,1,34,3.0,8,1,0,54,1
66527,Sales & Marketing,25,Master's & above,Male,Sourcing,1,38,5.0,7,1,0,51,1
283,Procurement,15,Master's & above,Female,Other,1,30,3.0,5,0,0,82,1
19285,Procurement,2,Bachelor's,Male,Sourcing,1,39,3.0,7,0,1,94,1
75766,Sales & Marketing,2,Master's & above,Male,Other,1,54,5.0,10,1,0,48,1
1468,Procurement,7,Master's & above,Male,Sourcing,1,35,3.0,7,1,0,70,1
52561,Operations,31,Bachelor's,Male,Other,1,40,5.0,12,1,0,63,1
71421,Sales & Marketing,28,Master's & above,Male,Sourcing,1,44,2.0,14,1,0,48,1
63502,Sales & Marketing,25,Bachelor's,Male,Other,1,28,5.0,4,1,0,49,1
9280,Sales & Marketing,2,Bachelor's,Male,Other,2,24,3.0,1,0,0,65,1
40013,Procurement,31,Master's & above,Male,Other,1,42,5.0,3,1,0,69,1
11508,Analytics,31,Bachelor's,Male,Other,1,28,5.0,6,1,0,90,1
27859,Operations,13,Master's & above,Male,Other,1,45,3.0,14,1,0,53,1
69480,Procurement,2,Bachelor's,Male,Other,2,60,5.0,14,1,0,70,1
77578,Sales & Marketing,7,Master's & above,Male,Sourcing,1,48,4.0,15,0,0,60,1
47909,Technology,2,Bachelor's,Male,Sourcing,2,48,5.0,15,1,0,78,1
74563,Technology,2,Bachelor's,Male,Other,1,27,5.0,3,0,0,83,1
31717,Procurement,17,Bachelor's,Female,Other,1,42,5.0,3,0,0,77,1
36133,Operations,2,Master's & above,Male,Other,2,39,3.0,9,1,0,95,1
44569,Procurement,17,Bachelor's,Female,Other,1,36,2.0,8,0,0,86,1
41791,Technology,22,Bachelor's,Male,Sourcing,1,27,3.0,4,1,0,78,1
50451,Procurement,2,Master's & above,Female,Referred,1,33,5.0,3,0,0,85,1
1754,Sales & Marketing,7,Bachelor's,Male,Sourcing,1,44,5.0,17,0,0,64,1
68895,Analytics,28,Master's & above,Male,Other,1,37,2.0,7,0,0,82,1
65590,Finance,8,Bachelor's,Male,Sourcing,1,27,5.0,3,1,0,97,1
3642,Sales & Marketing,22,Bachelor's,Male,Other,2,26,3.0,3,0,0,67,1
18803,Finance,13,Bachelor's,Male,Sourcing,1,24,5.0,3,1,0,62,1
60588,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,38,5.0,9,1,0,87,1
74185,Operations,32,Bachelor's,Male,Sourcing,1,30,3.0,5,1,1,56,1
49866,Sales & Marketing,2,Master's & above,Male,Other,1,31,3.0,6,1,0,95,1
38313,Technology,17,Bachelor's,Male,Other,1,31,5.0,6,1,0,80,1
5037,HR,15,Bachelor's,Female,Sourcing,1,36,5.0,7,1,0,48,1
26593,Operations,12,Bachelor's,Female,Sourcing,2,30,,1,1,0,57,1
47707,Sales & Marketing,7,Bachelor's,Male,Other,2,26,4.0,3,1,0,46,1
31375,Technology,28,Master's & above,Male,Other,1,33,2.0,4,1,0,91,1
47882,Sales & Marketing,2,Master's & above,Male,Referred,1,38,5.0,2,1,0,50,1
53162,Technology,15,Bachelor's,Male,Sourcing,1,38,5.0,7,1,0,79,1
23079,Finance,23,Master's & above,Male,Other,1,34,4.0,7,0,0,70,1
70476,Operations,2,Bachelor's,Male,Other,1,34,3.0,8,1,0,62,1
75667,Sales & Marketing,4,Bachelor's,Male,Sourcing,1,31,3.0,5,1,0,45,1
32969,Sales & Marketing,2,Bachelor's,Male,Other,1,32,3.0,2,1,0,77,1
68176,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,27,5.0,3,1,0,52,1
4915,Operations,22,Bachelor's,Female,Sourcing,1,49,5.0,20,1,0,59,1
75092,Sales & Marketing,4,Bachelor's,Male,Sourcing,1,30,3.0,5,1,0,46,1
71985,Analytics,2,Bachelor's,Male,Other,2,60,5.0,34,1,0,87,1
40631,Sales & Marketing,22,Master's & above,Male,Sourcing,1,38,5.0,12,1,0,50,1
6867,Procurement,13,Bachelor's,Female,Other,1,27,5.0,3,0,0,81,1
29628,HR,2,Master's & above,Female,Sourcing,1,39,4.0,7,1,0,50,1
12932,Sales & Marketing,16,Bachelor's,Male,Other,1,45,5.0,6,0,0,89,1
52981,Technology,7,Master's & above,Female,Sourcing,2,36,5.0,5,0,0,93,1
35455,Operations,7,Master's & above,Male,Sourcing,1,38,2.0,8,1,0,56,1
46861,Sales & Marketing,13,Bachelor's,Male,Sourcing,1,32,5.0,2,0,1,60,1
45580,Sales & Marketing,2,Master's & above,Male,Sourcing,2,36,5.0,10,0,0,65,1
25813,Operations,7,Bachelor's,Female,Sourcing,2,32,3.0,6,1,0,90,1
51323,Operations,22,Bachelor's,Male,Sourcing,1,28,5.0,4,1,0,57,1
77820,Operations,5,Bachelor's,Male,Sourcing,1,31,5.0,7,1,1,99,1
24971,Sales & Marketing,13,Bachelor's,Male,Other,1,32,3.0,3,0,0,63,1
49703,Technology,2,Bachelor's,Female,Other,2,35,2.0,8,1,0,84,1
7054,Technology,7,Master's & above,Male,Other,1,36,5.0,3,1,0,85,1
58095,Technology,7,Master's & above,Male,Other,1,46,4.0,14,1,0,79,1
8510,Operations,22,Master's & above,Female,Sourcing,1,46,4.0,5,1,0,62,1
63378,Procurement,17,Bachelor's,Female,Sourcing,1,32,5.0,9,1,0,72,1
63261,Operations,31,Bachelor's,Male,Sourcing,3,27,5.0,3,1,0,56,1
4000,Technology,26,Bachelor's,Male,Other,1,23,,1,1,0,88,1
51541,Operations,4,Bachelor's,Female,Sourcing,3,32,2.0,1,1,0,61,1
60372,Finance,22,Bachelor's,Male,Sourcing,1,28,3.0,1,0,0,75,1
10110,Operations,27,Bachelor's,Male,Other,1,27,5.0,3,1,0,58,1
11287,Operations,4,Master's & above,Female,Sourcing,1,34,5.0,6,1,0,60,1
18313,Analytics,22,Bachelor's,Male,Other,2,29,5.0,5,0,1,82,1
69280,Technology,13,Master's & above,Male,Other,2,38,3.0,4,1,0,83,1
57196,Sales & Marketing,2,Bachelor's,Male,Referred,1,51,5.0,11,0,0,96,1
45159,Technology,23,Master's & above,Female,Sourcing,1,37,4.0,3,1,0,78,1
2952,Analytics,11,Master's & above,Male,Other,1,33,3.0,4,1,0,87,1
16820,Analytics,22,Master's & above,Male,Other,2,32,4.0,6,0,1,91,1
10755,Operations,7,Bachelor's,Male,Sourcing,1,37,3.0,4,1,0,94,1
21534,Technology,31,Master's & above,Male,Other,1,35,3.0,2,1,0,97,1
18248,Operations,9,Bachelor's,Male,Sourcing,1,32,3.0,9,1,0,59,1
49269,Analytics,23,Bachelor's,Male,Other,2,37,3.0,10,1,0,81,1
46992,Technology,22,Bachelor's,Male,Other,1,28,5.0,3,1,0,76,1
44402,Operations,22,Bachelor's,Male,Other,1,36,5.0,7,0,0,71,1
63902,Analytics,22,Bachelor's,Female,Sourcing,1,27,4.0,2,1,0,88,1
3966,Procurement,30,Bachelor's,Female,Other,1,33,5.0,2,1,0,69,1
40210,Technology,7,Master's & above,Male,Sourcing,1,35,5.0,4,1,0,68,1
70228,Procurement,7,Master's & above,Female,Other,1,39,5.0,5,1,0,69,1
52161,Sales & Marketing,2,Bachelor's,Male,Referred,1,40,5.0,8,0,0,66,1
13926,Operations,17,Bachelor's,Female,Sourcing,1,34,3.0,4,1,0,61,1
40965,Operations,27,Master's & above,Female,Other,1,38,5.0,8,1,0,64,1
59452,Technology,10,Master's & above,Female,Sourcing,1,31,4.0,5,1,0,89,1
49243,Analytics,23,Master's & above,Male,Sourcing,1,44,5.0,5,1,0,85,1
46765,Technology,2,Bachelor's,Male,Referred,1,26,1.0,5,1,0,79,1
25179,Sales & Marketing,7,Bachelor's,Male,Other,1,42,1.0,14,1,0,49,1
10366,Procurement,7,Master's & above,Male,Sourcing,3,48,2.0,19,1,0,73,1
31493,HR,32,Bachelor's,Female,Other,1,33,5.0,3,1,0,45,1
20701,Technology,7,Bachelor's,Male,Sourcing,1,30,3.0,3,1,0,81,1
37893,Operations,2,Master's & above,Male,Other,1,54,5.0,13,0,0,72,1
32950,Technology,7,Master's & above,Female,Other,1,34,5.0,10,1,0,81,1
19480,Finance,26,Bachelor's,Female,Other,1,29,5.0,2,1,0,56,1
52795,Procurement,7,Master's & above,Male,Sourcing,1,45,5.0,15,0,0,80,1
18859,Analytics,28,Master's & above,Male,Other,2,39,5.0,10,0,0,82,1
71722,Technology,23,Master's & above,Male,Other,1,34,3.0,5,1,0,78,1
73817,Operations,22,Bachelor's,Male,Other,1,33,3.0,9,0,0,69,1
32268,Procurement,22,Master's & above,Male,Sourcing,1,36,5.0,7,1,0,69,1
8344,Sales & Marketing,32,Bachelor's,Male,Other,2,30,,1,0,0,65,1
23839,Procurement,17,Master's & above,Female,Other,1,34,3.0,3,1,0,71,1
27027,Sales & Marketing,7,Master's & above,Male,Sourcing,1,37,4.0,2,1,0,48,1
32883,Technology,23,Master's & above,Female,Other,2,32,1.0,2,1,0,78,1
37488,Technology,2,Bachelor's,Male,Other,1,24,4.0,2,0,0,81,1
16844,Procurement,13,Bachelor's,Female,Sourcing,1,33,5.0,6,1,0,71,1
27189,Procurement,13,Master's & above,Female,Sourcing,1,41,5.0,13,1,0,70,1
30692,Sales & Marketing,14,Bachelor's,Male,Sourcing,1,22,,1,0,0,63,1
31256,Operations,26,Bachelor's,Female,Other,1,31,5.0,6,1,0,59,1
50342,Procurement,2,Bachelor's,Female,Sourcing,1,42,4.0,2,1,1,80,1
66773,Sales & Marketing,7,Master's & above,Female,Sourcing,1,36,5.0,2,0,0,59,1
52066,Analytics,4,Master's & above,Male,Sourcing,1,41,5.0,8,1,1,85,1
11630,Technology,13,Master's & above,Female,Sourcing,1,35,5.0,4,0,0,90,1
58741,Operations,23,Bachelor's,Female,Other,1,32,3.0,6,1,0,64,1
44080,Sales & Marketing,7,Bachelor's,Male,Other,1,31,3.0,4,1,0,51,1
11171,Analytics,7,Bachelor's,Male,Sourcing,1,31,5.0,8,1,0,82,1
33147,Technology,23,Master's & above,Male,Other,1,33,4.0,9,0,0,84,1
67597,Operations,4,Bachelor's,Male,Other,1,33,3.0,2,1,1,63,1
72413,Sales & Marketing,4,Bachelor's,Female,Sourcing,1,28,4.0,2,1,0,53,1
14510,HR,7,Bachelor's,Male,Sourcing,1,33,4.0,5,0,0,55,1
59124,Sales & Marketing,24,Bachelor's,Male,Sourcing,1,27,4.0,3,1,0,52,1
10776,Procurement,22,Master's & above,Male,Sourcing,1,41,5.0,14,1,0,71,1
37273,Procurement,2,Master's & above,Female,Other,1,38,2.0,4,1,0,71,1
59311,Procurement,2,Master's & above,Female,Other,1,41,3.0,2,0,1,79,1
57604,Analytics,22,Bachelor's,Female,Sourcing,1,32,5.0,3,1,0,88,1
45382,Technology,7,Master's & above,Female,Sourcing,2,33,4.0,3,0,1,80,1
60135,Operations,19,Bachelor's,Male,Other,2,38,5.0,7,0,0,75,1
27421,Operations,7,Master's & above,Female,Other,1,36,5.0,8,1,0,58,1
25049,Procurement,2,Master's & above,Female,Sourcing,1,47,5.0,18,1,0,69,1
9106,Legal,22,Bachelor's,Male,Referred,1,31,1.0,6,1,0,56,1
37835,Sales & Marketing,16,Bachelor's,Male,Sourcing,1,29,5.0,4,1,0,48,1
18520,Sales & Marketing,11,Bachelor's,Male,Sourcing,1,27,5.0,4,0,0,86,1
54225,Operations,7,Master's & above,Female,Sourcing,1,43,4.0,7,0,0,70,1
77418,HR,7,Bachelor's,Male,Other,1,27,5.0,2,1,0,87,1
29900,Technology,2,Bachelor's,Male,Sourcing,3,37,4.0,13,1,0,82,1
43175,Sales & Marketing,2,Bachelor's,Female,Referred,1,33,5.0,9,1,0,50,1
9938,Sales & Marketing,16,Bachelor's,Male,Other,1,24,5.0,2,1,0,48,1
63802,Analytics,22,Bachelor's,Female,Other,2,28,4.0,1,0,0,88,1
30161,Technology,7,Bachelor's,Male,Sourcing,1,42,5.0,8,1,0,71,1
67616,Sales & Marketing,22,Bachelor's,Male,Other,1,28,4.0,4,1,0,47,1
43837,Operations,5,Bachelor's,Female,Other,1,31,5.0,5,0,0,72,1
9843,Procurement,2,Bachelor's,Male,Sourcing,1,41,5.0,12,0,0,87,1
71541,Technology,23,Bachelor's,Male,Other,1,35,4.0,3,1,0,83,1
39899,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,37,4.0,14,1,0,46,1
19607,Operations,30,Bachelor's,Female,Other,1,32,5.0,6,0,0,70,1
67132,Sales & Marketing,22,Bachelor's,Male,Other,1,30,3.0,6,1,0,50,1
44624,Operations,10,Master's & above,Male,Sourcing,1,35,5.0,10,0,0,67,1
399,Sales & Marketing,4,Master's & above,Female,Other,1,34,3.0,5,0,0,65,1
12988,Sales & Marketing,1,Master's & above,Male,Other,1,41,4.0,11,1,0,58,1
26868,Operations,4,Bachelor's,Male,Other,1,35,5.0,4,1,0,62,1
116,Technology,7,Master's & above,Female,Sourcing,1,35,5.0,10,0,0,83,1
73554,HR,29,Bachelor's,Male,Sourcing,1,28,5.0,3,1,0,49,1
54094,Operations,22,Master's & above,Male,Other,1,30,5.0,3,0,0,74,1
35585,Operations,2,Bachelor's,Male,Other,1,36,5.0,4,0,1,75,1
55457,Operations,2,Bachelor's,Female,Sourcing,2,32,3.0,7,1,0,59,1
62316,Sales & Marketing,15,Master's & above,Male,Sourcing,1,35,5.0,9,1,0,49,1
33643,Technology,27,Bachelor's,Female,Other,1,27,5.0,2,1,0,78,1
70587,Technology,9,Bachelor's,Male,Sourcing,1,30,5.0,8,1,0,81,1
41850,Sales & Marketing,2,Master's & above,Male,Other,1,30,5.0,2,1,1,53,1
31151,Procurement,2,Master's & above,Female,Sourcing,1,33,3.0,3,1,0,68,1
48282,Operations,7,Master's & above,Male,Other,2,41,3.0,9,0,0,68,1
58280,HR,2,Bachelor's,Male,Sourcing,1,32,5.0,7,1,0,49,1
19441,Sales & Marketing,2,Bachelor's,Male,Other,1,56,3.0,17,1,0,53,1
32305,Sales & Marketing,7,Bachelor's,Male,Other,3,26,3.0,4,1,0,99,1
50533,Procurement,13,Master's & above,Female,Sourcing,1,38,5.0,2,1,0,68,1
43294,Analytics,2,Master's & above,Male,Sourcing,2,56,4.0,14,1,0,84,1
10466,Sales & Marketing,7,Master's & above,Male,Other,2,40,3.0,11,1,0,51,1
50874,Technology,2,Bachelor's,Male,Other,1,58,5.0,14,1,0,80,1
12360,Legal,27,Bachelor's,Male,Other,1,27,,1,0,0,69,1
20438,Procurement,26,Bachelor's,Male,Other,1,38,4.0,3,1,0,69,1
16907,Procurement,11,Master's & above,Male,Other,1,39,3.0,9,0,0,83,1
23164,Procurement,10,Master's & above,Female,Other,1,32,2.0,5,1,0,64,1
42034,Sales & Marketing,15,Bachelor's,Male,Sourcing,1,23,3.0,2,1,1,52,1
42955,Sales & Marketing,4,Bachelor's,Male,Other,1,40,5.0,2,1,0,50,1
23614,Operations,29,Master's & above,Male,Sourcing,1,30,3.0,4,1,0,54,1
5560,Procurement,2,Bachelor's,Female,Sourcing,1,31,3.0,5,0,0,81,1
22393,Sales & Marketing,2,Master's & above,Male,Other,1,41,4.0,2,1,1,98,1
59269,Technology,23,Bachelor's,Male,Sourcing,1,27,4.0,4,1,0,96,1
29137,Technology,10,Bachelor's,Female,Other,1,29,3.0,3,0,0,82,1
59768,Technology,22,Bachelor's,Male,Other,1,27,,1,1,0,77,1
54582,Operations,22,Master's & above,Male,Other,2,46,5.0,8,1,0,61,1
74345,Operations,2,Bachelor's,Female,Other,1,35,5.0,6,1,0,56,1
46642,Operations,2,Bachelor's,Male,Other,1,40,3.0,6,0,0,74,1
6131,Operations,7,Master's & above,Female,Sourcing,1,38,5.0,4,0,1,72,1
42651,Technology,11,Bachelor's,Female,Sourcing,1,30,5.0,5,1,0,80,1
34278,Procurement,31,Master's & above,Male,Other,1,43,3.0,7,1,0,71,1
75859,Operations,15,Bachelor's,Male,Sourcing,2,34,3.0,9,1,0,61,1
24151,Sales & Marketing,12,Bachelor's,Female,Sourcing,1,27,4.0,4,1,0,61,1
21282,Operations,20,Bachelor's,Female,Other,1,28,5.0,4,1,0,60,1
37850,Analytics,22,Bachelor's,Male,Other,1,26,5.0,2,1,0,82,1
30615,Technology,2,Bachelor's,Male,Other,1,40,5.0,12,1,0,80,1
34357,HR,2,Bachelor's,Female,Other,1,28,3.0,4,0,0,60,1
30781,Procurement,22,Master's & above,Male,Sourcing,1,38,3.0,4,0,1,78,1
4140,Operations,7,Bachelor's,Female,Other,1,32,4.0,2,1,0,60,1
35128,Finance,13,Bachelor's,Male,Sourcing,1,27,5.0,2,0,0,74,1
2950,Finance,7,Bachelor's,Female,Sourcing,1,29,5.0,6,1,0,90,1
22222,Procurement,2,Bachelor's,Female,Other,1,36,3.0,8,1,0,70,1
21716,Operations,2,Bachelor's,Female,Sourcing,1,51,3.0,11,1,0,58,1
7662,Sales & Marketing,2,Bachelor's,Female,Sourcing,1,40,4.0,3,1,0,50,1
58979,Technology,2,Master's & above,Female,Referred,1,33,3.0,2,0,0,80,1
64721,Sales & Marketing,16,Bachelor's,Male,Sourcing,1,32,3.0,3,0,1,62,1
25748,Technology,19,Bachelor's,Male,Other,1,41,3.0,6,1,0,85,1
21082,Analytics,31,Bachelor's,Male,Other,1,28,4.0,3,0,1,84,1
69286,Finance,31,Bachelor's,Male,Sourcing,1,27,3.0,4,1,0,58,1
38280,Analytics,22,Bachelor's,Female,Sourcing,1,26,2.0,3,0,0,88,1
40624,HR,2,Below Secondary,Male,Sourcing,1,22,3.0,2,1,0,47,1
29317,Operations,2,Bachelor's,Male,Other,1,37,3.0,10,0,1,76,1
36817,Operations,11,Master's & above,Female,Other,2,39,3.0,7,1,0,56,1
3913,Operations,27,Bachelor's,Male,Other,1,36,5.0,7,1,0,57,1
75282,Analytics,30,Bachelor's,Male,Sourcing,1,27,5.0,5,1,0,82,1
23377,Operations,15,Bachelor's,Male,Sourcing,1,39,3.0,11,1,0,64,1
44906,Procurement,2,Bachelor's,Female,Sourcing,1,35,3.0,4,0,0,82,1
22767,HR,10,Master's & above,Male,Other,1,31,5.0,7,1,0,51,1
28723,Sales & Marketing,14,Bachelor's,Male,Other,1,40,4.0,2,1,0,54,1
14376,R&D,9,Bachelor's,Male,Sourcing,1,31,3.0,5,1,0,82,1
23418,Operations,7,Bachelor's,Female,Sourcing,1,40,4.0,5,1,0,52,1
26378,Sales & Marketing,28,Master's & above,Male,Other,1,32,3.0,7,0,0,65,1
25556,Sales & Marketing,22,Bachelor's,Female,Sourcing,1,28,3.0,2,0,0,59,1
35377,Operations,31,Master's & above,Male,Other,1,42,3.0,5,1,0,62,1
78206,Operations,2,Master's & above,Male,Other,1,39,5.0,3,1,0,55,1
47987,Procurement,2,Bachelor's,Female,Sourcing,1,34,5.0,7,1,0,71,1
8163,Operations,27,Bachelor's,Female,Sourcing,2,36,1.0,4,1,1,63,1
31344,Procurement,2,Bachelor's,Male,Sourcing,2,35,3.0,6,1,1,70,1
35309,Procurement,14,Master's & above,Female,Other,1,41,5.0,2,0,0,78,1
8215,Sales & Marketing,21,Bachelor's,Male,Other,1,28,,1,0,0,61,1
9222,Operations,15,Master's & above,Male,Other,1,40,5.0,6,1,0,61,1
9125,HR,25,Master's & above,Male,Other,1,35,5.0,5,1,0,46,1
59656,Sales & Marketing,13,Bachelor's,Male,Other,1,49,5.0,4,1,0,49,1
5441,Technology,25,Bachelor's,Male,Other,1,31,5.0,3,1,0,78,1
47034,Procurement,31,Bachelor's,Male,Other,1,37,5.0,3,1,0,67,1
26227,Technology,23,Bachelor's,Female,Other,1,30,5.0,6,0,0,82,1
46417,Technology,22,Bachelor's,Male,Sourcing,2,34,4.0,8,1,0,81,1
30520,Sales & Marketing,13,Bachelor's,Male,Sourcing,1,37,5.0,6,1,0,53,1
37315,Procurement,2,Bachelor's,Female,Sourcing,1,28,3.0,2,1,0,69,1
75250,Procurement,13,Master's & above,Female,Sourcing,1,33,3.0,7,1,0,69,1
37844,Technology,31,Bachelor's,Female,Other,1,32,2.0,4,0,1,96,1
14268,Analytics,24,Bachelor's,Male,Sourcing,1,28,5.0,4,0,0,83,1
49105,Operations,22,Master's & above,Male,Sourcing,1,34,3.0,7,1,0,61,1
50388,Procurement,2,Bachelor's,Female,Other,1,28,,1,1,0,97,1
44877,Operations,20,Bachelor's,Male,Sourcing,1,26,5.0,4,1,0,61,1
13263,Technology,26,Bachelor's,Male,Other,1,27,3.0,2,1,0,77,1
21348,Analytics,28,Bachelor's,Male,Other,1,30,5.0,3,1,0,83,1
32234,Legal,2,Bachelor's,Male,Sourcing,1,27,,1,0,0,73,1
49430,Analytics,7,Bachelor's,Male,Sourcing,1,26,3.0,3,1,1,83,1
17125,Analytics,30,Bachelor's,Male,Other,1,31,5.0,5,1,0,82,1
40036,Operations,30,Bachelor's,Male,Sourcing,1,30,1.0,5,0,1,86,1
34763,Operations,22,Bachelor's,Male,Other,3,33,3.0,7,1,0,62,1
10889,Technology,22,Bachelor's,Male,Sourcing,1,32,5.0,7,1,0,78,1
6996,Operations,22,Master's & above,Female,Sourcing,1,35,3.0,8,1,0,63,1
31274,Operations,22,Bachelor's,Female,Sourcing,2,34,3.0,3,1,0,64,1
14650,Sales & Marketing,1,Master's & above,Male,Other,1,49,3.0,15,0,0,64,1
61689,Sales & Marketing,4,Master's & above,Female,Other,1,37,5.0,4,1,0,49,1
49689,Sales & Marketing,2,Bachelor's,Male,Referred,1,26,5.0,2,0,0,61,1
53574,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,22,,1,1,0,45,1
47982,Sales & Marketing,28,Bachelor's,Male,Other,1,37,3.0,8,1,0,48,1
45269,Operations,22,Master's & above,Female,Sourcing,1,46,3.0,4,1,0,60,1
44123,Analytics,22,Bachelor's,Male,Sourcing,2,27,2.0,4,1,0,84,1
63518,Sales & Marketing,4,Bachelor's,Male,Other,1,31,4.0,8,0,0,65,1
73192,Finance,15,Bachelor's,Male,Other,1,28,,1,1,0,60,1
7228,Procurement,2,Bachelor's,Male,Sourcing,1,31,4.0,7,0,0,88,1
7103,Legal,7,Bachelor's,Male,Sourcing,1,28,5.0,2,1,0,60,1
66586,HR,29,Master's & above,Female,Other,1,33,5.0,5,1,1,97,1
19967,Technology,17,Bachelor's,Female,Sourcing,1,27,5.0,3,1,0,94,1
34648,Analytics,8,Master's & above,Male,Sourcing,1,31,5.0,5,0,0,85,1
29781,Operations,20,Master's & above,Male,Sourcing,1,37,5.0,2,1,0,55,1
5428,Sales & Marketing,25,Bachelor's,Male,Other,1,27,5.0,2,1,0,47,1
12324,Operations,14,Master's & above,Male,Sourcing,1,40,3.0,8,1,0,65,1
76549,Procurement,2,Master's & above,Female,Referred,1,44,5.0,5,1,0,75,1
58480,Procurement,22,Bachelor's,Female,Other,1,27,,1,1,1,63,1
25264,Operations,7,Master's & above,Female,Other,3,37,5.0,11,1,0,61,1
62520,Analytics,29,Bachelor's,Male,Sourcing,1,34,5.0,5,1,0,89,1
78216,Procurement,2,Bachelor's,Female,Other,1,26,2.0,3,1,0,70,1
9013,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,27,5.0,3,1,0,94,1
43406,Technology,7,Bachelor's,Female,Sourcing,1,34,5.0,2,0,0,83,1
52194,Procurement,7,Bachelor's,Female,Sourcing,1,38,5.0,4,0,0,83,1
32635,HR,5,Bachelor's,Male,Sourcing,1,36,5.0,7,1,0,55,1
67728,Operations,8,Master's & above,Female,Other,1,37,5.0,9,1,0,59,1
59903,Finance,30,Bachelor's,Male,Sourcing,1,31,5.0,5,1,0,61,1
78039,Sales & Marketing,2,Bachelor's,Male,Sourcing,1,35,4.0,9,1,0,62,1
76674,R&D,22,Bachelor's,Male,Sourcing,4,28,,1,1,0,94,1
35093,Operations,22,Bachelor's,Female,Other,1,27,,1,0,0,68,1
72197,Sales & Marketing,23,Bachelor's,Male,Other,1,40,5.0,10,1,0,52,1
32256,Sales & Marketing,22,Bachelor's,Male,Sourcing,1,27,5.0,2,1,0,51,1
